id,title
1069,Toma del Gurugu
1070,Tragedia torera
1071,Tragic Love
1072,A Trap for Santa Claus
1073,The Treacherous Policeman
1074,The Trick That Failed
1075,A Troublesome Satchel
1076,Trying to Get Arrested
1077,Twin Brothers
1078,Two Memories
1079,Two Women and a Man
1080,Two of the Boys
1081,La vida en el campamento
1082,Viernes de dolores
1083,The Violin Maker of Cremona
1084,The Voice of the Violin
1085,"Wanted, a Child"
1086,Was Justice Served?
1087,Washington Under the American Flag
1088,The Way of Man
1089,We Must Do Our Best
1090,The Welcome Burglar
1091,What Drink Did
1092,What's Your Hurry?
1093,When Thieves Fall Out
1094,The Winning Coat
1095,With Her Card
1096,Within an Ace
1097,A Woman's Vanity
1098,The Wooden Leg
1099,A Wreath in Time
1100,The Wrong Coat
1101,Abraham Lincoln's Clemency
1102,Across the Plains
1103,An Affair of Hearts
1104,The Affair of an Egg
1105,The Woman Always Pays
1106,Alice's Adventures in Wonderland
1107,All on Account of the Milk
1108,Almost
1109,L'aluminite
1110,Amateur Night
1111,Ambrosius
1112,Amleto
1113,Amor gitano
1114,The Angel of the Studio
1115,Ansigttyven I
1116,Ansigttyven II
1117,Cleopatra
1118,An Arcadian Maid
1119,Arms and the Woman
1120,As It Is in Life
1121,As the Bells Rang Out!
1122,The Red Inn
1123,Away Out West
1124,The Bad Man's Christmas Gift
1125,The Bad Man's Last Deed
1126,A Rough Night on the Bridge
1127,Baixant de la font del Gat
1128,The Bandit's Wife
1129,The Banker's Daughters
1130,The Bearded Bandit
1131,Behind the Scenes
1132,The Bewitched Boxing Gloves
1133,The Blue Bird
1134,Briton and Boer
1135,The Broken Doll
1136,A Broken Spell
1137,Broncho Billy's Redemption
1138,The Brothers
1139,Buffalo Bill's Wild West and Pawnee Bill's Far East
1140,The Bully
1141,The Butterfly
1142,By Order of Napoleon
1143,The Call to Arms
1144,The Call
1145,Carceleras
1146,Carminella
1147,O Centenário da Guerra Peninsular
1148,Chantecler Atraiçoado
1149,The Child and the Fiddler
1150,A Child of the Ghetto
1151,A Child's Faith
1152,A Child's Impulse
1153,A Child's Stratagem
1154,Circle C Ranch's Wedding Present
1155,The Clerk's Downfall
1156,The Cloister's Touch
1157,The Common Enemy
1158,Concurso de niños
1159,The Connecticut Yankee
1160,Conscience
1161,The Converts
1162,Un corpus de sangre
1163,Corrida da Rampa
1164,The Coster's Wedding
1165,The Course of True Love
1166,The Courtship of Miles Standish
1167,The Cowboy and the Squaw
1168,A Cowboy's Mother-in-Law
1169,The Cowboy's Sweetheart
1170,A Cowboy's Vindication
1171,The Cowpuncher's Ward
1172,Cretinetti e le donne
1173,The Crime of a Grandfather
1174,Cyclone Pete's Matrimony
1175,Camille
1176,The Dancing Girl of Butte
1177,Davy Crockett
1178,The Deputy's Love Affair
1179,Desfile histórico del centenario
1180,The Desperado
1181,El diablo está en Zaragoza
1182,A Dixie Mother
1183,Djævlesonaten
1184,Don Juan de Serrallonga
1185,Dorian Grays Portræt
1186,Dorothy and the Scarecrow in Oz
1187,The Duke's Plan
1188,The Dumb Half Breed's Defense
1189,Den døde Rotte
1190,Døden
1191,Effecting a Cure
1192,The Electrical Vitalizer
1193,Elektra
1194,Elskovsleg
1195,Elverhøj
1196,Elverhøj
1197,Les enfants d'Édouard
1198,The Engineer's Romance
1199,The Engineer's Daughter
1200,The Englishman and the Girl
1201,La esclusa
1202,Examination Day at School
1203,Excursión al Gombreny
1204,La expiación
1205,Fabricación del cemento Asland
1206,The Face at the Window
1207,Faithful
1208,The Farmer's Daughter
1209,Una farsa de colas
1210,A Fatal Picnic
1211,Faust
1212,La fecha de Pepín
1213,The Fence on 'Bar Z' Ranch
1214,"The Vow; or, Jephthah's Daughter"
1215,The End of Paganini
1216,The Final Settlement
1217,A Flash of Light
1218,A Fallen Spirit
1219,Flores y perlas
1220,The Flower of the Ranch
1221,For Her Sister's Sake
1222,The Forest Ranger
1223,Frankenstein
1224,The Freezing Mixture
1225,From Storm to Sunshine
1226,From Tyranny to Liberty
1227,The Fugitive
1228,A Gambler of the West
1229,Et gensyn
1230,Gentleman Joe
1231,The Girl and the Fugitive
1232,The Girl from Arizona
1233,The Girl on Triple X
1234,Gold Is Not All
1235,A Gold Necklace
1236,The Gold Seekers
1237,The Golden Supper
1238,Great Fight at All-Sereno
1239,Los guapos
1240,Hamlet
1241,Hamlet
1242,Hamlet
1243,Her Father's Pride
1244,Her Photograph
1245,Her Terrible Ordeal
1246,La hija del guardacostas
1247,His Brother's Wife
1248,His Last Burglary
1249,His Last Dollar
1250,His Mother's Necklace
1251,His New Lid
1252,His Only Daughter
1253,His Sister-in-Law
1254,The Honor of His Family
1255,The Hoodoo
1256,The House with Closed Shutters
1257,The House of the Seven Gables
1258,The White Slave Trade
1259,The Iconoclast
1260,The Impalement
1261,Impersonating the Policeman Lodger
1262,In Life's Cycle
1263,In Neighboring Kingdoms
1264,In Old California
1265,In the Border States
1266,In the Hands of the Enemy
1267,In the Mission Shadows
1268,In the Season of Buds
1269,An Indian Girl's Love
1270,An Indian Wife's Devotion
1271,Inundaciones en Lérida
1272,Jake's Daughter
1273,The Jewel Case
1274,John Dough and the Cherub
1275,Juggling on the Brain
1276,Justicias del rey Don Pedro
1277,Kapergasten
1278,A Knot in the Plot
1279,Kærlighed og selvmord
1280,Copenhagen by Night
1281,The Lady and the Burglar
1282,The Land of Oz
1283,The Last Deal
1284,The Lesson
1285,The Life of Moses
1286,Little Angels of Luck
1287,The Little Orphan
1288,The Little Prospector
1289,Llegada del marqués de Polavieja a Veracruz
1290,The Long Trail
1291,Lord Blend's Love Story
1292,Love Among the Roses
1293,Love of Chrysanthemum
1294,Love's C. Q. D.
1295,Lucha fratricida o Nobleza aragonesa
1296,La lucha por la divisa
1297,Luck of Roaring Camp
1298,A Lucky Toothache
1299,Macbeth
1300,A Mad Infatuation
1301,Madre mía
1302,The Maid of Niagara
1303,The Man
1304,Mannequins
1305,La manta del caballo
1306,The Fairy Bookseller
1307,The Marked Time-Table
1308,The Marked Trail
1309,The Masher
1310,May and December
1311,"Mazeppa, or the Wild Horse of Tartary"
1312,Mellem pligt og kærlighed
1313,Et menneskeliv
1314,Il mercante di Venezia
1315,The Message of the Violin
1316,Messaline
1317,The Mexican's Faith
1318,Michael Strogoff
1319,A Midnight Cupid
1320,Os Milagres de Nossa Senhora da Penha
1321,The Cowboy Millionaire
1322,The Millionaire and the Ranch Girl
1323,The Miser's Child
1324,The Missing Bridegroom
1325,The Mistaken Bandit
1326,The Modern Prodigal
1327,A Mohawk's Way
1328,Montblanc la serra
1329,El moscardón
1330,"A Mother's Devotion; or, the Firing of the Patchwork Quilt"
1331,A Moving Picture Rehearsal
1332,Muggsy Becomes a Hero
1333,Muggsy's First Sweetheart
1334,Never Again
1335,The New Magdalen
1336,The New Stenographer
1337,The Newlyweds
1338,A Night in May
1339,Not So Bad as It Seemed
1340,The Oath and the Man
1341,Jarní sen starého mládence
1342,The Old Hat
1343,The Old Soldier
1344,An Old Story with a New Ending
1345,On the Reef
1346,"One Night, and Then --"
1347,Ononko's Vow
1348,Orientalsk dans
1349,Our Darling
1350,The Outlaw's Sacrifice
1351,Over Silent Paths
1352,The Padre's Secret
1353,Paganini
1354,Pals of the Range
1355,Para domar la suegra
1356,Parada militar en el paseo
1357,Patricia of the Plains
1358,Peder Tordenskjold
1359,A Pesca do Bacalhau
1360,The Phoenix
1361,The Picture Thieves
1362,A Plain Song
1363,The Plans of the Fortress
1364,El pobre Valbuena
1365,The Pony Express Rider
1366,Un portero modelo
1367,Pride of the Range
1368,The Princess and the Peasant
1369,The Purgation
1370,Rainha Depois de Morta Inês de Castro
1371,Ramona
1372,The Ranch Girl's Legacy
1373,Ranch Life in the Great Southwest
1374,The Ranchman's Feud
1375,The Range Riders
1376,The Ranger's Bride
1377,Re Lear
1378,Re Lear
1379,A Record Hustle Through Foggy London
1380,Regina von Emmeritz och konung Gustaf II Adolf
1381,A Recruit from 64
1382,Revolução de 5 de Outubro
1383,Ribera del Llobregat
1384,A Rich Revenge
1385,The Rocky Road
1386,Le roi des parfums
1387,A Romance of the Western Hills
1388,Rose o' Salem Town
1389,A Sailor's Sacrifice
1390,A Salutary Lesson
1391,The Seal of the Church
1392,Segunda carrera automovilista 'Peña-Rhin' (Mataró-Argentona)
1393,Serious Sixteen
1394,The Sheriff's Sacrifice
1395,The Silent Message
1396,Simple Charity
1397,Sisters
1398,The Son of the Executioner
1399,The Smoker
1400,The Song of the Wildwood Flute
1401,The Sorrows of the Unfaithful
1402,The Stricken Home
1403,The Suffragettes and the Hobble Skirt
1404,A Summer Flirtation
1405,A Summer Idyll
1406,A Summer Tragedy
1407,Sunshine Sue
1408,Take Me Out to the Ball Game
1409,Taming Wild Animals
1410,Taming a Husband
1411,Teatro de la naturaleza en Sabadell
1412,The Tenderfoot Messenger
1413,The Tenderfoot's Triumph
1414,That Chink at Golden Gulch
1415,Thou Shalt Not
1416,The Thread of Destiny
1417,Through Fire to Fortune
1418,Tommy Gets His Sister Married
1419,The Tout's Remembrance
1420,A Tragedy of the Olden Times
1421,Le tragique amour de Mona Lisa
1422,Trail to the West
1423,A Woman's Treachery
1424,Trimming of Paradise Gulch
1425,True to His Duty
1426,The Truth Will Out
1427,The Twisted Trail
1428,The Two Brothers
1429,The Two Fathers
1430,Two Little Waifs
1431,The Unchanging Sea
1432,Uncle Tom's Cabin
1434,Under Western Skies
1435,Unexpected Help
1436,The Unknown Claim
1437,Up San Juan Hill
1438,Up a Tree
1439,The Usurer
1440,Valdemar Sejr
1441,The Vampire
1442,A Vein of Gold
1443,A Victim of Jealousy
1444,Värmlänningarne
1445,Waiter No. 5
1446,The Way of the World
1447,The Wedding That Didn't Come Off
1448,Western Chivalry
1449,A Western Maid
1450,A Western Woman's Way
1451,A Westerner's Way
1452,What the Daisy Said
1453,When We Called the Plumber In
1454,When We Were in Our Teens
1455,When the World Sleeps
1456,White Roses
1457,Who Is She?
1458,Wilful Peggy
1459,Winning Back His Love
1460,The Woman from Mellon's
1461,The Woman Hater
1462,A Woman's Folly
1463,The Wonderful Wizard of Oz
1464,A Worker's Wife
1465,As Últimas Inundações do Tejo em Santarém
1466,'Tween Two Loves
1467,Across the Plains
1468,The Adopted Child
1469,The Adventures of Billy
1470,The Adventures of a Baby
1471,En Opfinders Skæbne
1472,After the Ball
1473,The Aggressor
1474,Aida
1475,Amor fatal
1476,Amor que mata
1477,The Amorous Doctor
1478,The Angel of Paradise Ranch
1479,The Angel of the Slums
1480,Arizona Bill
1481,Artful Kate
1482,As in a Looking Glass
1483,At a Quarter of Two
1484,At the Break of Dawn
1485,At the Duke's Command
1486,At the Threshold of Life
1487,The Christian Martyrs
1488,The Hallucinations of Baron Munchausen
1489,The Awakening of John Bond
1490,Back to the Primitive
1491,Back to the Soil
1492,The Backwoodsman's Suspicion
1493,The Bad Man's Downfall
1494,The Bad Man's First Prayer
1495,A Balkan Episode
1496,The Baron
1497,The Battle of Bunker Hill
1498,The Battle of Trafalgar
1499,The Battle
1500,Bedraget i døden
1501,Behind the Stockade
1502,The Best Man Wins
1503,The Better Way
1504,Betty Becomes a Maid
1505,Bill Bumper's Bargain
1506,The Black Arrow
1507,The Blackmailer
1508,The Blind Princess and the Poet
1509,Die Blinde
1510,"Bobby, the Coward"
1511,Bondefangeri i Vaterland
1512,The Border Ranger
1513,A Boy of the Revolution
1514,Boys Will Be Boys
1515,The Brand
1516,Branding a Bad Man
1517,The Broken Cross
1518,Broncho Billy's Adventure
1519,Broncho Billy's Christmas Dinner
1520,Brown's German Liver Cure
1521,En bryllupsaften
1522,Buffalo Bill on the Brain
1523,The Bunco Game at Lizardhead
1524,The Burglar as Father Christmas
1525,Caesar's Prisoners
1526,The Call of the Song
1527,The Cameraman's Revenge
1528,Captain Barnacle's Courtship
1529,Captain Kate
1530,The Bushranger's Bride
1531,"Captain Starlight, or Gentleman of the Road"
1532,Carmen o la hija del contrabandista
1533,Carmenita the Faithful
1534,Carnaval en Palamós
1535,Castillo de Arampruña
1536,A Cattle Rustler's Father
1537,The Cattleman's Daughter
1538,Caught with the Goods
1539,Cain and Abel
1540,The Changing of Silas Warner
1541,Checkmated
1542,The Chief's Daughter
1543,The Child Crusoes
1544,A Christmas Carol
1545,Cinderella
1546,Cinderella
1547,A Citizeness of Paris
1548,The Clown's Sacrifice
1549,The Codfish Industry in Newfoundland
1550,The Coffin Ship
1551,Comrades
1552,Conscience
1553,A Conspiracy Against the King
1554,The Corporation and the Ranch Girl
1555,Cortejo Cívico
1556,The Count and the Cowboys
1557,A Country Cupid
1558,The Country Lovers
1559,The Courting of Mary
1560,The Cowboy Coward
1562,The Puncher's Law
1563,Os Crimes de Diogo Alves
1564,The Crooked Road
1565,The Crusader
1566,A Cure for Crime
1567,Cyrano et d'Assoucy
1568,Dad's Girls
1569,The Caddy's Dream
1570,The Daisy Cowboys
1571,Dan the Dandy
1572,Dandy Dick of Bishopsgate
1573,De Gerona a Olot en ferrocarril (De Olot a Gerona en ferrocarril)
1574,A Dead Man's Honor
1575,The Death of Nathan Hale
1576,The Declaration of Independence
1577,A Decree of Destiny
1578,The Desert Claim
1579,Detective Henry and the Paris Apaches
1580,Le devoir et l'honneur
1581,A Devoted Friend
1582,The Diamond Star
1583,La digue
1584,The Diving Girl
1585,The Doctor
1586,A Dog's Tale
1587,Don Pedro el Cruel
1588,The Dream
1589,Dutch Gold Mine
1590,Dæmonen
1591,Le dévouement d'un gosse
1592,In the Prime of Life
1593,Enoch Arden: Part I
1594,Enoch Arden: Part II
1595,Eskimos in Labrador
1596,Ester: A Biblical Episode
1597,Eugene Wrayburn
1598,The Failure
1599,The Fair Dentist
1600,The Faithful Indian
1601,The Fall of Babylon
1602,El fantasma del castillo
1603,Den farlige leg
1604,The Fatal Wedding
1605,Fate
1606,Fate's Funny Frolic
1607,Fate's Turning
1608,Fattigdommens forbandelse
1609,Feria de ganado en Villarrodona
1610,Fiesta Mayor de Manresa
1611,Fiestas del Sitio en Bilbao
1612,Fiestas en La Bisbal
1613,Fighting Blood
1614,The Four Devils
1615,Fisher Folks
1616,The Fisher-Maid
1617,The Fisherman's Daughter
1618,Flo's Discipline
1619,The Flower Girl of Florence
1620,Following Mother's Footsteps
1621,For Her Brother's Sake
1622,For the Crown
1623,For the Queen's Honor
1624,For aabent Tæppe
1625,The Forester's Plea
1626,Forgiven in Death
1627,Foul Play
1628,The Four Poster Pest
1629,Freezing Auntie
1630,Der fremde Vogel
1631,A French Duel
1632,Friday the 13th
1633,From Factory Girl to Prima Donna
1634,From the Bottom of the Sea
1635,A Frontier Doctor
1636,Galileo
1637,A Gasoline Engagement
1638,The General's Daughter
1639,The General's Only Son
1640,George Warrington's Escape
1641,The Geranium
1642,Get Rich Quick
1643,The Ghost's Warning
1644,The Girl Back East
1645,The Girl and the Motor Boat
1646,The Girl of the West
1647,The Gold Lust
1648,The Golden West
1649,A Good Turn
1650,The Gordian Knot
1652,The Gun Man
1653,The Harsh Father
1654,Heart Beats of Long Ago
1655,The Heart of a Savage
1656,The Heiress
1657,Helping Him Out
1658,Henry VIII
1659,Her Awakening
1660,Her Crowning Glory
1661,Her Darkest Hour
1662,Her Hero
1663,Her Sacrifice
1664,Her Two Sons
1665,Her Wedding Ring
1666,The Hidden Mine
1667,The Hidden Trail
1668,The Highlander
1669,His Birthday
1670,His Conscience
1671,His Daughter
1672,His Dress Shirt
1673,His Friend's Wife
1674,His Last Burglary
1675,His Message
1676,His Mother
1677,His Mother's Scarf
1678,His Nemesis
1679,His Sister's Children
1680,His Trust: The Faithful Devotion and Self-Sacrifice of an Old Negro Servant
1681,His Trust Fulfilled
1682,Home
1683,Home Sweet Home
1684,The Honeymooners
1685,Honor Thy Father
1686,By the House That Jack Built
1687,How Betty Won the School
1688,How Mrs. Murray Saved the American Army
1689,How She Triumphed
1690,How Sir Andrew Lost His Vote
1691,The Hypnotist and the Convict
1692,The Great Moment
1693,The Immortal Alamo
1694,In Old California When the Gringos Came
1695,In Old Madrid
1696,In the Days of '49
1697,In the Days of Chivalry
1698,In the Days of Gold
1699,In the Reign of Terror
1700,In the Sultan's Garden
1701,The Indian Brothers
1702,The Indian Maiden's Lesson
1703,An Indian's Sacrifice
1704,Indiscretions of Betty
1705,Industrias textiles
1706,The Infant at Snakeville
1707,An International Heart Breaker
1708,The Inventor's Son
1709,The Italian Barber
1710,Italian Blood
1711,Jahreszeiten des Lebens
1712,Jane Shore
1713,The Jealous Husband
1714,Johnson at the Wedding
1715,Julius Caesar
1716,Julius Caesar's Sandals
1717,Järnbäraren
1718,Kinemacolor Songs
1719,The King of Indigo
1720,Kit Carson's Wooing
1721,Kitty the Dressmaker
1722,A Knight of the Road
1723,Lady Beaulay's Necklace
1724,The Last Drop of Water
1725,The Last Farewell
1727,Lost Years
1728,The Last of the Mohicans
1729,The Law of the Range
1730,The Leading Lady
1731,The Convict Hero
1732,The Lighthouse Keeper
1733,The Lily of the Tenements
1734,The Little Daughter's Letter
1735,Little Lady Lafayette
1736,Little Nell's Tobacco
1737,"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics"
1738,Little Red Riding Hood
1739,The Living Peach
1740,The Lonedale Operator
1741,The Long Road
1742,Lost Illusions
1743,The Lost Necklace
1744,The Lost Ring
1746,Lost in the Arctic
1747,Lost in the Jungle
1748,Love Conquers
1749,Love Heeds Not Showers
1750,Love Story of Charles II
1751,Love and Hatred
1752,Love in a Cottage
1753,Love in the Hills
1754,Love or Riches
1755,Love's Strategy
1756,Lucha por la herencia
1757,The Lucky Card
1758,A Lucky Escape
1759,Ludwig from Germany
1760,The Lure of the City
1761,Macbeth
1762,Mrs. Pussy Loves Animals
1763,Madame Rex
1764,Madero al sur del país
1765,The Madman
1766,The Magic Ring
1767,Maid or Man
1768,Major the Red Cross Dog
1769,The Making of a Man
1770,A Man for All That
1771,The Manicure Lady
1772,A Manly Man
1773,Une mariée qui se fait attendre
1774,The Master and the Man
1775,Maud Muller
1776,Max Takes Tonics
1777,The Meeting of the Ways
1778,Menneskedyret
1779,The Message in the Bottle
1780,Midsummer-time
1781,Mike's Hero
1782,"Mike, the Miser"
1783,The Millionaire and the Squatter
1784,The Millionaire's Nephew
1785,The Miner's Curse
1786,The Minute Man
1787,The Mirror
1788,Mischievous Puck
1789,The Miser's Heart
1790,"Les Misérables, Part 1: Jean Valjean"
1791,A Modern Cinderella
1792,The Modern Dianas
1793,A Modern Hero
1794,The Modern Pygmalion and Galatea
1795,Monasterio de Caralps en Berga
1796,Monasterio de Ripoll
1797,Money to Burn
1798,The Mountain Law
1799,Moses Saved from the Waters
1800,Music Hath Charms
1801,Mustang Pete's Love Affair
1803,The Mystery of a Hansom Cab
1804,Mystic Manipulations
1805,Nell Gwynn the Orange Girl
1806,The New Church Carpet
1807,Bar Z's New Cook
1808,The New Dress
1809,The New Manager
1810,A Noble Heart
1811,The O'Neill
1812,Oedipus Rex
1813,The Old Confectioner's Mistake
1814,Oliver Cromwell
1815,On the Brink
1816,On the Desert's Edge
1817,Only in the Way
1818,Out from the Shadow
1820,The Outlaw Samaritan
1821,The Outlaw and the Child
1822,The Outlaw Deputy
1823,Over the Garden Wall
1824,Over the Hills
1825,A Pal's Oath
1826,Par habitude
1827,Paradise Lost
1828,The Passions of an Egyptian Princess
1829,The Peasants and the Fairy
1830,"Picciola; or, the Prison Flower"
1831,The Pied Piper of Hamelin
1832,The Pirates of 1920
1833,The Poisoned Flume
1834,The Politician's Dream
1835,The Poor Sick Men
1836,The Power of Good
1837,The Power of Love
1838,The Price of a Man
1839,The Priest's Burden
1840,The Primal Call
1841,Priscilla's Engagement Ring
1842,The Convict's Song
1843,The Professor and the New Hat
1844,The Profligate
1845,Pulgarcito
1846,The Puncher's New Love
1847,The Question Mark
1848,Railroad Raiders of '62
1849,The Ranchman's Son
1850,Rattlesnakes and Gunpowder
1851,The Rebel's Daughter
1852,John Farley's Redemption
1853,The Reform Candidate
1854,The Reporter
1856,The Revenue Man and the Girl
1857,Richard III
1858,Un clair de lune sous Richelieu
1859,The Rise and Fall of Weary Willie
1860,The Romance on 'Bar O'
1861,A Romance of the Rio Grande
1862,Queen of the Smugglers
1863,A Romany Tragedy
1864,The Rosary
1865,The Rose of Kentucky
1866,The Rose's Story
1867,The Ruling Passion
1868,Abraham's Sacrifice
1869,Samson and Delilah
1870,Saved from Herself
1871,Saved from Himself
1872,The Scarlet Letter
1873,The Schoolmaster of Mariposa
1874,Science
1875,Second Sight
1876,The Sentinel Asleep
1877,She
1878,The Sheriff's Brother
1879,The Sheriff's Chum
1880,The Sheriff's Decision
1881,Los siete niños de Écija o Los bandidos de Sierra Morena
1882,The Silent Tongue
1883,The Silken Thread
1884,Simpkin's Dream of a Holiday
1885,Sir Percy and the Punchers
1886,The Siege of Calais
1887,The Skating Bug
1888,The Sky Pilot
1889,Skæbnebæltet
1890,The Smile of a Child
1891,The Sorrowful Example
1892,Den sorte drøm
1893,The Spanish Gypsy
1894,Spike Shannon's Last Fight
1895,Sport Hípico
1896,The Squaw's Love
1897,The Stage Driver's Daughter
1898,A Stage Romance
1899,The Stampede
1900,The Star Spangled Banner
1901,The Stolen Dog
1902,The Story of the Indian Ledge
1903,The Strike at the Little Jonny Mine
1904,The Stuff Heroes Are Made Of
1905,The Stuff That Dreams Are Made Of
1906,The Subduing of Mrs. Nag
1907,Sunshine Through the Dark
1908,The Surgeon's Temptation
1909,Swank and the Remedy
1910,Sweet Memories
1911,Nell Gwynne
1912,The Switchman's Tower
1913,Swords and Hearts
1914,The Devil's Assistant
1915,A Tale of Two Cities
1916,Tarragona monumental
1917,Teaching Dad to Like Her
1918,Telemachus
1919,The Telltale Knife
1920,Temblor de 1911 en México
1921,A Terrible Discovery
1922,That Winsome Winnie Smile
1923,Their First Misunderstanding
1924,The Thief and the Girl
1925,Three Million Dollars
1926,The Three Musketeers: Part 2
1927,Three Sisters
1928,Through Darkened Vales
1929,Through His Wife's Picture
1930,The Thumb Print
1931,A Thwarted Vengeance
1932,The Tomboy
1933,La Tosca
1934,The Toss of a Coin
1935,The Totem Mark
1936,Trading His Mother
1937,The Trail of Books
1939,The Tribe's Penalty
1940,Trilby and Svengali
1941,Troublesome Secretaries
1942,A True Westerner
1943,Two Can Play at the Same Game
1944,The Two Chorus Girls
1945,Two Christmas Hampers
1946,The Two Fugitives
1947,Two Officers
1948,The Two Orphans
1949,The Two Paths
1950,The Two Reformations
1951,The Two Sides
1952,The Two-Gun Man
1954,Uncle Hiram's List
1955,Uncle's Picnic
1956,Under the Stars and Bars
1957,Under forvandlingens lov
1959,An Unknown Language
1960,The Unveiling
1961,An Unwilling Cowboy
1962,Van Bibber's Experiment
1963,Temptations of a Great City
1964,The Traitress
1965,Vicio y virtud
1966,A Victim of Circumstances
1967,Life as It Is
1968,The Voice of the Child
1969,Was He a Coward?
1970,A Western Girl's Sacrifice
1971,Western Hearts
1972,A Western Redemption
1973,What Shall We Do with Our Old?
1974,What a Woman Can Do
1975,The Wheels of Justice
1976,When Love and Honor Called
1977,When Two Hearts Are Won
1978,When a Man Loves
1979,When a Man's Married His Trouble Begins
1980,When the Cat's Away
1981,The White Medicine Man
1982,The White Red Man
1983,The White Rose of the Wilds
1984,Why He Gave Up
1985,The Winds of Fate
1986,The Wizard and the Brigands
1987,A Woman Scorned
1988,The Woodcutter's Romance
1989,A Wreath of Orange Blossoms
1990,The Yiddisher Cowboy
1992,Zwei Frauen
1993,L'électrocuté
1994,An Actor's Romance
1995,Adam and Eve
1996,The Adventure of the Italian Model
1997,The Adventure of the Retired Army Colonel
1998,The Adventures of Lieutenant Petrosino
1999,Agaton och Fina
2000,The Agitator
2001,The Alaska-Siberian Expedition
2002,The Alcalde's Conspiracy
2003,Alias Billy Sargent
2004,Alkali Ike Bests Broncho Billy
2005,Alkali Ike Plays th
