id,title,embedding
1,Carmencita,"[-6.41787201e-02 -4.19306383e-03 -6.32068813e-02  6.39288798e-02
 -8.58258009e-02  3.42224576e-02  9.17130113e-02  6.55081943e-02
 -1.87495095e-03  2.78642233e-02 -1.35864513e-02 -7.61388093e-02
  6.36139810e-02  2.21189111e-02  6.81203837e-03  6.10654540e-02
  8.22997466e-02 -2.78934892e-02 -2.93103643e-02  6.68410882e-02
 -1.88762601e-02 -1.37479911e-02  6.93446072e-03  9.65828672e-02
  1.36726741e-02  3.90185602e-02  6.84000377e-04  1.25130555e-02
 -7.25052208e-02 -3.19021046e-02  3.54579091e-02 -1.52587821e-03
  7.02496851e-03 -1.90414209e-02  3.81366126e-02 -2.66033635e-02
 -2.29230989e-02 -6.87687322e-02  2.19502151e-02  7.38167316e-02
 -1.00912943e-01 -1.34280398e-02 -8.66051018e-02  1.02452720e-02
  2.12162081e-02 -1.01188295e-01  3.47910561e-02  1.08687662e-01
  5.35573103e-02 -1.75993703e-02 -4.16803434e-02 -4.32781540e-02
 -5.09939976e-02 -1.58037022e-02  8.73163808e-03  5.31493053e-02
  3.45450826e-02 -3.85373794e-02  7.11419657e-02  6.57789186e-02
  7.61223659e-02  4.75183800e-02 -1.68536752e-02  3.54745314e-02
 -3.07915476e-03 -5.54937683e-02 -4.50227084e-03  4.08375710e-02
  4.07216102e-02 -2.46286336e-02  8.46498273e-03  2.72718887e-03
  3.67715396e-02  2.91215926e-02  1.74147338e-02 -6.08949736e-02
  6.94004223e-02 -2.23026494e-03 -3.60132381e-02 -6.47010189e-03
 -2.93316748e-02 -9.23098773e-02 -3.85834253e-03 -6.67417571e-02
  2.17568204e-02  6.04265705e-02  5.01350313e-02 -1.74716096e-02
  1.73811838e-02 -1.88330188e-03 -7.12089464e-02  1.23779178e-02
  1.40783479e-02 -3.66709032e-03 -1.01969033e-01 -1.04090296e-01
  6.94796741e-02 -6.70281947e-02 -1.40451947e-02  1.76673532e-01
  1.57624704e-03 -1.67593593e-03  6.94445744e-02 -1.19966210e-03
 -4.97680791e-02  4.56789546e-02  1.82552431e-02  4.58010696e-02
 -4.26418846e-04 -2.24793255e-02 -3.10745891e-02 -1.28045389e-02
 -5.60909174e-02  7.75009170e-02  6.27583638e-03  1.47222027e-01
  1.56778377e-02 -3.95449214e-02  8.79224483e-03  1.11345602e-02
  5.29357381e-02  2.48565972e-02 -2.58943532e-02  1.05744852e-02
 -8.60938430e-03 -2.38331202e-02  3.37911323e-02 -1.85190300e-33
  2.51877327e-02  1.86577759e-04  2.40125451e-02  1.86671026e-03
  4.62299585e-02  6.66084215e-02 -3.94438542e-02 -3.78903300e-02
 -3.97583507e-02  4.79922071e-02 -2.55374163e-02  1.48313222e-02
 -4.46030013e-02  6.99902400e-02  2.13463064e-02  1.09371088e-01
 -8.54202583e-02  1.19940843e-02  8.44802242e-03  8.52891803e-02
 -1.22399349e-02  7.48488605e-02  5.84617853e-02  3.83283235e-02
 -2.57459134e-02  3.24803740e-02  1.97888315e-02 -2.13178992e-02
  7.42728040e-02  5.34560569e-02  1.10541172e-02 -2.92185484e-03
 -1.99401714e-02 -4.41127121e-02  1.66583266e-02 -1.19314361e-02
 -2.63200793e-03 -8.32097679e-02 -1.44846421e-02  4.09094132e-02
  1.67076420e-02  4.47588824e-02 -4.49955389e-02  4.03645746e-02
 -1.91852450e-02  1.92929357e-02  7.20039159e-02  2.44798381e-02
  9.31488909e-03 -2.77132411e-02 -6.47300482e-02 -3.24324593e-02
 -3.76726724e-02  7.44430497e-02 -4.12490442e-02  1.24759972e-02
 -9.18478891e-03 -1.20126624e-02  7.51484409e-02 -7.78478161e-02
  7.19698593e-02  5.80997653e-02 -4.13988531e-03 -5.89739159e-02
 -9.89197847e-03 -4.11155857e-02  5.36678731e-02  2.07787696e-02
  1.31118223e-01 -6.10182025e-02 -7.35087544e-02  4.09071287e-03
  6.30598888e-02  1.18033752e-01  3.88175622e-03 -5.39184064e-02
 -2.19271947e-02  4.94935066e-02 -4.82522845e-02  3.87298167e-02
 -9.25060827e-03  1.04303211e-02  5.60821826e-03 -1.96487308e-02
  8.18606913e-02  4.50943336e-02  2.60763168e-02 -7.43178055e-02
 -9.03498679e-02  4.27686311e-02 -7.59570077e-02  4.61413972e-02
  8.04689676e-02 -1.85023304e-02 -7.97585398e-03  4.97520821e-34
 -3.01680192e-02 -6.16472326e-02  1.62713584e-02  4.13373336e-02
  6.70119524e-02 -3.42071801e-02 -6.92419410e-02 -2.28758026e-02
 -1.22751370e-02 -6.82941973e-02  1.02886162e-03 -1.17401853e-01
  9.49048772e-02 -6.04897998e-02  5.68237193e-02  2.95772795e-02
  5.99032603e-02 -5.79150207e-02 -7.57810771e-02 -4.50731115e-03
 -3.82869393e-02 -4.67219986e-02 -6.54962063e-02 -2.97446065e-02
  1.87566523e-02 -4.22927476e-02  9.42119397e-03 -4.19253968e-02
 -8.44406635e-02  2.17243005e-02 -3.93331386e-02  3.68370675e-02
 -2.93408446e-02 -1.38817476e-02 -9.95978639e-02  7.65172988e-02
 -1.19656891e-01  3.81549336e-02  4.80506308e-02  4.70220968e-02
  4.79238890e-02 -3.36752832e-02  2.23038020e-03  1.38488665e-01
 -2.40152832e-02  2.51235738e-02 -3.50926779e-02 -1.21275727e-02
  2.09604129e-02  3.07308156e-02 -2.78892592e-02 -8.35201740e-02
 -4.90759313e-02 -1.32846301e-02  1.00477472e-01 -3.80517095e-02
 -2.83939904e-03 -2.09202245e-02  1.75572000e-02  2.75753234e-02
  8.28744620e-02  5.77209368e-02 -4.55760136e-02  1.23206144e-02
  2.87892595e-02 -6.00932678e-03 -2.82353964e-02 -4.86740768e-02
  9.90569359e-04  4.17706370e-02  1.07506931e-01  2.49910895e-02
 -5.21112457e-02  8.76998752e-02 -4.89814170e-02 -4.11671959e-02
 -1.50719807e-01 -3.87950824e-03 -4.91871722e-02 -9.98052359e-02
 -1.44159514e-02 -2.61184406e-02 -1.96423028e-02 -1.14349509e-02
  6.72568008e-02  6.24753833e-02  1.92755722e-02 -2.75837891e-02
  3.03690862e-02  1.43638477e-02  3.84442210e-02  2.16698181e-02
 -7.62706529e-03 -1.13843188e-01 -2.17033532e-02 -1.40866829e-08
  6.85183778e-02 -1.67513750e-02 -5.80266640e-02 -6.43715635e-02
  1.05178580e-02 -6.94341445e-03 -1.97695866e-02  6.76591136e-03
 -4.96304408e-02 -1.48854898e-02  6.94021434e-02  9.91183817e-02
  7.27049336e-02  3.70779000e-02 -1.22041078e-02 -3.30790412e-04
  5.02215512e-02  6.03638515e-02 -3.66977416e-02 -1.17742522e-02
  9.11186729e-03  1.95381530e-02  2.19395570e-02 -8.84648785e-02
  2.76476499e-02 -2.01997943e-02 -8.45903829e-02  8.17913041e-02
 -2.58219559e-02 -9.32456926e-02  4.23629768e-02  6.30505234e-02
 -8.97745788e-02 -8.33329186e-02 -3.00702322e-02  9.30147991e-03
 -9.61863995e-03  1.20500643e-02 -5.25358617e-02 -1.03983521e-01
  4.61132405e-03  1.98307354e-02  4.23288457e-02 -2.13512536e-02
 -6.78539425e-02 -3.37336957e-02  7.33449161e-02 -3.60098593e-02
  3.15842964e-02 -6.99664578e-02 -4.51291911e-02 -4.25373279e-02
  2.07682662e-02  3.06356270e-02  5.49226394e-03  4.56244200e-02
 -1.51524004e-02  1.22632179e-02 -4.25731540e-02 -1.59505252e-02
  2.80517377e-02 -6.00408167e-02  1.79305747e-02 -5.42650856e-02]"
2,Le clown et ses chiens,"[-2.21398342e-02  3.45253721e-02  4.74992534e-03 -9.84566882e-02
  3.43703199e-03  2.80794688e-02  1.56538770e-01  7.90018886e-02
  2.29892712e-02  2.40745712e-02  2.45168842e-02 -9.32567716e-02
  8.39967951e-02 -6.42486289e-02 -5.24049588e-02 -8.11592788e-02
  1.94128715e-02 -3.01100351e-02 -3.32351890e-03  2.32608691e-02
 -1.60367861e-02 -6.97507784e-02  3.40062641e-02  7.46728554e-02
 -3.65364328e-02 -1.02212662e-02 -1.53656816e-02 -1.46169243e-02
 -3.89932767e-02 -4.45227213e-02  6.92115054e-02 -7.46059716e-02
 -1.29081858e-02 -5.98398782e-02  3.28040123e-02 -4.71152775e-02
  7.40301535e-02 -4.01779301e-02  4.90993932e-02  6.20946139e-02
 -9.99529064e-02 -3.45036760e-02 -1.12743981e-01 -4.30880226e-02
  6.93189260e-03 -1.10675523e-03 -4.74391207e-02  2.74562743e-02
 -7.05467463e-02 -2.72657983e-02  2.57508475e-02  3.30152586e-02
  6.95008934e-02  9.63937026e-03 -4.72368300e-03  6.81912601e-02
  1.00315521e-02 -4.94441949e-02  6.02684803e-02  9.99865215e-03
 -2.24767029e-02 -5.09634726e-02  3.31241265e-02  6.54010251e-02
 -1.09384529e-01 -5.55652305e-02  2.36241296e-02 -3.81120071e-02
 -4.47025374e-02  6.84549659e-02  4.48664874e-02 -4.32556123e-02
 -9.66327079e-03 -1.57091245e-02  7.48017803e-02  7.82031268e-02
 -2.47277692e-02 -7.21540675e-02 -4.62635383e-02 -1.05474822e-01
 -2.97576673e-02  7.01015722e-03  2.91913934e-02 -2.85674445e-02
  2.97889691e-02 -6.02524169e-02  4.93373014e-02  3.63626964e-02
  5.38664572e-02 -2.12678295e-02 -3.59994806e-02 -9.57915373e-03
 -1.42201111e-02  2.13364288e-02  3.91190723e-02  1.42814117e-02
  5.12118638e-02 -3.22107188e-02  6.84841424e-02  1.19199596e-01
 -8.62474367e-03 -1.40827801e-02  2.05409434e-02  1.64012201e-02
 -2.05909349e-02 -2.13929247e-02  6.01688959e-03 -2.18777731e-02
  6.94726733e-03 -5.28167337e-02  8.34834576e-03 -6.19619004e-02
  7.18295723e-02 -5.12152212e-03  4.94257882e-02  9.21961386e-03
 -6.95674634e-03 -9.02344212e-02 -3.61309275e-02 -5.14811128e-02
  9.60942805e-02  5.62093630e-02 -5.32810353e-02  9.11891367e-03
  3.27894352e-02  2.70670447e-02 -2.11511534e-02 -8.89841877e-34
 -5.52580394e-02 -5.71586948e-04 -1.84588542e-03 -7.55758509e-02
  1.25770513e-02  9.71869752e-03 -5.00128269e-02  2.03362899e-03
  1.23180728e-02  2.30810586e-02 -1.83796138e-02  2.06067190e-02
 -4.52942252e-02  5.24225794e-02 -7.18965083e-02  9.40534174e-02
  6.68094903e-02 -1.34321535e-02  5.54925501e-02 -8.73795152e-02
 -8.72224569e-02  5.09553477e-02  4.02992181e-02  7.17336088e-02
  1.15207829e-01  1.67152379e-02  2.21462324e-02 -2.58135814e-02
  7.37384660e-03  4.53685373e-02 -1.44564277e-02 -6.76710717e-03
  5.35088740e-02  4.26066481e-03  2.98819896e-02  4.44414131e-02
  1.17815631e-02  5.90164326e-02 -9.42800101e-03  4.15979773e-02
  7.91190341e-02 -2.30680294e-02 -6.99044839e-02 -3.98008265e-02
  2.44248435e-02  8.59685987e-02  5.58046512e-02  2.17939969e-02
 -1.70632564e-02 -3.67287323e-02 -1.38466991e-02 -3.74075510e-02
  3.17723416e-02  2.32411288e-02  6.45762756e-02  3.92357372e-02
 -1.09868564e-01 -9.00271833e-02 -2.45072674e-02 -7.70326257e-02
  8.87426659e-02  1.33862114e-02 -5.83503023e-02 -2.49585640e-02
  2.77774539e-02  1.30909448e-02  6.85492977e-02 -1.20391883e-02
  3.03341132e-02 -3.72543484e-02 -7.17716217e-02  4.58737053e-02
  4.51145917e-02 -1.57288066e-03  8.22598208e-03  7.16231018e-02
 -1.20824583e-01  8.09007324e-03 -6.36647865e-02  1.82028096e-02
 -2.69938316e-02 -7.21925683e-03 -6.72370419e-02 -4.91565987e-02
  1.78261548e-02 -2.49519683e-02  2.06465106e-02 -4.26033102e-02
 -3.55602521e-03  1.91046000e-02 -1.70744602e-02 -8.27786848e-02
  2.64071785e-02 -5.42153418e-02 -7.91092739e-02 -1.00899898e-33
 -6.88916296e-02  3.50541025e-02 -7.21583962e-02  9.68897939e-02
 -5.88351768e-03  4.31153439e-02  3.28665860e-02  4.62317914e-02
 -6.57630339e-02 -7.71136880e-02 -6.44580498e-02 -9.80732515e-02
  9.20975655e-02 -1.11120425e-01  3.76614509e-04  3.08372844e-02
 -1.21443055e-03  1.72093082e-02 -5.16524613e-02  6.15861639e-02
 -1.93922520e-02 -2.92486306e-02  3.05107012e-02  3.53688118e-03
 -4.87160347e-02  4.80812192e-02  2.84298249e-02  3.03271990e-02
 -3.30397487e-02  1.78279132e-02 -4.67106067e-02  4.29111756e-02
  9.25461948e-02 -1.48805021e-03  5.33276498e-02  7.98853934e-02
  3.08928336e-03  3.88957709e-02 -1.65009666e-02  1.32465614e-02
 -1.00803241e-01 -9.63375159e-03  7.93200880e-02  8.41906108e-03
  5.28063364e-02  5.33345938e-02 -4.55576666e-02 -6.18796088e-02
 -8.73668194e-02 -2.11788695e-02 -2.30037589e-02 -2.50682142e-02
 -5.84674776e-02 -8.45809095e-03  1.00185864e-01 -3.93058918e-02
 -8.03688690e-02 -1.31173478e-02 -7.96158165e-02  1.35594467e-02
  7.61309415e-02  9.31351930e-02 -1.47843203e-02  3.52450944e-02
  6.49521351e-02 -7.03024585e-03 -1.50417730e-01 -4.53244261e-02
  1.65128428e-02  1.81955975e-02  1.45305663e-01 -4.59321737e-02
 -5.84263355e-03 -3.92810628e-02 -5.99362254e-02  3.00193653e-02
 -8.56530964e-02  5.32741956e-02  6.09332090e-03  9.39131901e-02
 -9.16884169e-02 -9.57312714e-03 -1.20863859e-02  6.71333596e-02
 -5.73604517e-02  1.84228495e-02 -3.05065047e-02 -5.24687162e-03
 -4.20699343e-02 -1.80475768e-02  1.96628012e-02  7.86974654e-03
  5.91185205e-02  2.39729434e-02  5.53573631e-02 -1.71679808e-08
  3.29809971e-02 -4.12075482e-02 -3.76694240e-02  2.20572222e-02
  1.03613563e-01 -6.04837127e-02 -4.73476686e-02 -4.78945039e-02
 -3.20879407e-02  7.05893114e-02 -8.44230410e-03  5.51591404e-02
  7.14215962e-03  3.04300878e-02 -1.70382578e-02  5.95685579e-02
 -1.18167363e-02  2.02426258e-02  2.12072004e-02 -4.99382578e-02
 -4.27028025e-03  2.81361081e-02 -1.85015816e-02 -1.23902038e-01
 -7.73768267e-03 -1.17319738e-02 -4.24347743e-02 -4.98925932e-02
 -5.41615076e-02 -3.10233142e-02 -1.62576716e-02  1.30806686e-02
 -2.27193870e-02 -7.04885051e-02  2.38445532e-02 -3.35441753e-02
 -5.99889271e-02  2.13231277e-02  8.57915953e-02 -1.96495447e-02
  6.88857511e-02  1.09072842e-01  4.19989042e-02 -6.37001991e-02
  1.45634329e-02 -1.95791461e-02 -1.99178793e-02  4.80242223e-02
 -2.12982781e-02  6.54129237e-02 -2.97005083e-02 -1.85065586e-02
 -4.65714838e-03 -1.12148914e-02 -4.15560976e-03  1.17279338e-02
  7.30719492e-02  3.50994803e-02 -4.08984870e-02  1.49106411e-02
  1.01861323e-03  5.79883680e-02  6.63906857e-02 -2.86603272e-02]"
3,Pauvre Pierrot,"[-1.02825528e-02  4.58811782e-02 -8.70530829e-02 -4.01801951e-02
 -2.56253760e-02  6.28704997e-03  4.06510122e-02  7.95593187e-02
  6.90991357e-02 -4.50880080e-02  2.96677835e-03 -2.93128192e-02
 -9.37598117e-04 -2.08750796e-02 -1.20186079e-02 -2.78496221e-02
 -2.18392257e-02  4.35598902e-02  1.14528544e-01  6.71836212e-02
 -4.18456830e-02 -3.36991576e-03 -2.29656212e-02 -2.93209478e-02
 -1.70345474e-02  1.19399540e-02  1.98761560e-02  8.47881287e-02
 -6.37274142e-03 -1.26003996e-01  1.20941522e-02  4.87095974e-02
  3.15653197e-02 -1.94916632e-02  4.17010561e-02  3.79109532e-02
 -4.02474515e-02  1.60996038e-02 -7.31216595e-02  3.38506550e-02
  5.46448380e-02 -1.09906167e-01 -3.22070643e-02  5.39300218e-02
 -1.48799540e-02 -1.95582267e-02 -2.87272539e-02  5.32815047e-02
  3.20572592e-02  2.86147594e-02 -1.26319721e-01 -3.22032459e-02
  4.55288813e-02  2.29034834e-02  8.59233961e-02 -1.26708457e-02
  2.88774669e-02 -3.84843210e-03  3.18513103e-02 -1.06757216e-01
 -1.62686482e-02  1.26661845e-02 -1.05296969e-01 -9.42082852e-02
  1.94501020e-02 -5.18160053e-02 -3.24048586e-02  2.07375945e-03
  2.58944407e-02  4.95157987e-02  3.76321636e-02  1.94896497e-02
 -3.55738290e-02 -8.94461665e-03 -8.44571181e-03  3.25721316e-02
 -9.02488828e-02  2.47901469e-03 -2.84885373e-02 -2.14622207e-02
  5.65722026e-02 -8.89440104e-02 -1.17074199e-01  4.65133525e-02
 -5.73847326e-04  1.70563087e-02  7.75939599e-03  7.22820265e-03
  2.10006908e-02 -5.04522771e-02 -2.53880229e-02  2.55002957e-02
 -2.62125004e-02 -2.37961393e-02 -5.01652062e-02  4.44241762e-02
  4.39644009e-02 -3.67449112e-02 -8.75667930e-02  1.23037905e-01
  3.54324393e-02  1.83405839e-02 -1.48903262e-02 -1.75877754e-02
 -1.89996958e-02 -1.04902429e-03  7.37816691e-02  3.08128353e-02
  1.62664312e-03 -2.16590185e-02 -5.55330999e-02  1.88417304e-02
 -7.16138631e-02  1.69259757e-02 -4.20368239e-02 -1.38448607e-02
 -1.46004860e-03 -5.62696941e-02 -1.40430471e-02 -1.97752360e-02
 -2.46260851e-03  7.96739087e-02 -2.21235920e-02  6.92372024e-02
 -1.75341498e-02  1.35008888e-02 -2.11204914e-03 -1.51929421e-33
  1.65855568e-02  5.37655801e-02 -1.52116287e-02  4.02950346e-02
  5.55782113e-04 -6.13991637e-04  6.46980945e-03 -5.71077764e-02
 -2.13420819e-02 -4.76425439e-02 -1.21270763e-02 -3.25107910e-02
 -3.48372161e-02  6.15407377e-02  5.82123958e-02  3.09837740e-02
  3.71236280e-02  2.32550036e-02  3.66728306e-02 -8.17873254e-02
  1.88766439e-02  8.36149305e-02  2.59331986e-03  3.65260988e-02
  1.69919077e-02 -3.02688368e-02 -8.58016126e-03 -1.00192539e-01
 -5.83392009e-02  6.57864735e-02  6.67375252e-02  4.20558378e-02
 -2.20017396e-02 -3.97115573e-03  5.26257344e-02 -5.96653782e-02
 -5.14026470e-02 -1.22829294e-02 -9.38496217e-02  3.90054472e-02
 -1.85047761e-02 -8.05477723e-02 -7.31685199e-03 -4.25018258e-02
 -8.46313313e-03 -7.46620819e-02  5.52043431e-02  8.11555311e-02
  4.21697311e-02 -1.28938891e-02  7.10663199e-02 -4.62141000e-02
 -9.72979888e-02 -1.34372171e-02 -9.15300250e-02  1.20563870e-02
 -3.92257012e-02 -6.29322603e-02  2.39574839e-03 -1.92123652e-02
  1.02125458e-01  7.91105479e-02 -1.36076892e-02  1.83210094e-02
 -4.90746312e-02 -7.74576217e-02  1.21466219e-02  3.13275270e-02
  5.29934131e-02  6.63444283e-04 -1.72687403e-03 -6.53171986e-02
  2.34342720e-02  7.38414153e-02 -1.00481564e-04  5.98638728e-02
 -5.52434847e-02  3.66557166e-02  8.48588422e-02 -6.15486763e-02
 -8.69665667e-02  1.96485277e-02  6.22253008e-02 -4.69312770e-03
 -3.16939168e-02  4.47650850e-02  4.68800217e-02  2.84935310e-02
 -8.23759735e-02  2.99495328e-02  1.52902445e-02  2.99539343e-02
  1.05974814e-02 -1.12880260e-01 -5.00820652e-02 -2.07067945e-34
 -4.77454253e-02 -5.07942773e-02  1.60512887e-02  3.75033766e-02
  2.88058259e-02 -9.25137196e-03 -9.51078429e-04  1.44766481e-03
 -2.01422665e-02 -1.49526969e-02  7.76923215e-03 -4.64095846e-02
  1.03424611e-02 -6.62017148e-03  1.00524845e-02  5.68590648e-02
  2.18167771e-02 -2.28117984e-02 -1.09061981e-02 -3.48775685e-02
  3.80681716e-02 -8.38457271e-02  6.69163615e-02  4.27070521e-02
 -7.76619315e-02  1.69323885e-03  1.82733729e-01 -1.12321703e-02
 -1.17289111e-01  6.34894222e-02  3.29305008e-02  4.79871072e-02
  3.24592963e-02 -5.73422899e-03 -1.33162951e-02  1.04494557e-01
 -3.72997187e-02  7.89823756e-02 -1.38084479e-02  9.38072614e-03
 -4.38446552e-02 -7.86053464e-02 -3.55975367e-02 -4.48094942e-02
  6.52483106e-02 -7.59094507e-02  2.01142281e-02 -2.00019497e-02
  5.52448221e-02  2.05268189e-02  3.19584049e-02  5.29841930e-02
  4.47729900e-02  5.70850149e-02  1.37177156e-02  1.71978455e-02
 -6.01114631e-02 -2.28706468e-02  5.62519580e-02 -3.96088511e-02
 -2.38355715e-02  5.56635968e-02 -8.81152153e-02  1.75095145e-02
  1.71766430e-01  3.57918926e-02 -4.25099917e-02 -3.18565480e-02
 -9.85557958e-02 -1.86715066e-03  2.76837889e-02  6.66103698e-03
  2.48910282e-02  1.55899832e-02 -4.02870364e-02  4.72773835e-02
 -8.90851300e-03  6.42009601e-02  1.14814071e-02 -1.67541411e-02
 -6.22068979e-02 -7.23511353e-02 -7.64954463e-02  5.70034869e-02
 -1.01282552e-01  2.29214295e-03  1.35580814e-02 -7.68172070e-02
 -6.88656373e-03 -2.22457591e-02  3.58280465e-02 -2.27150824e-02
 -2.68096551e-02 -6.50912672e-02  9.18844566e-02 -1.34322722e-08
  7.52667114e-02  9.81207937e-02 -1.12608179e-01  2.56023165e-02
  7.47732166e-03 -8.89391527e-02 -1.39160147e-02 -3.85954231e-02
  1.23224556e-02  8.37744772e-02  2.32904125e-03  2.75553595e-02
  1.21653728e-01 -2.14495752e-02  1.04194127e-01  2.39187013e-02
  6.72110692e-02  2.29184330e-02 -4.89675924e-02 -7.60848168e-03
  5.41682169e-03  4.49681208e-02 -8.05948302e-03 -3.91097888e-02
 -5.50393993e-03 -3.90366837e-02 -2.86771990e-02 -5.85033260e-02
  8.39424208e-02 -1.83012411e-02  9.77704823e-02  9.84747335e-02
  4.61439742e-03 -4.58908379e-02  2.12243088e-02  6.38896525e-02
 -5.14273113e-03 -5.63162267e-02  4.23972979e-02  2.76983101e-02
 -2.84118466e-02  4.73371446e-02 -2.37431116e-02 -6.85151964e-02
 -3.09361946e-02 -1.23127121e-02 -1.69452932e-02 -5.87895699e-03
 -9.15403739e-02  1.45745063e-02 -3.86277772e-02  5.52266166e-02
  8.88770744e-02  6.31651133e-02  8.21872503e-02  5.48613295e-02
 -1.44598670e-02 -2.32435018e-02 -4.60415892e-02 -3.05273384e-02
  8.13184679e-02  1.93896182e-02  2.67516263e-02  4.75337952e-02]"
