id,title,embedding
tt0000001,Carmencita,"[-0.0641787201166153,-0.004193063825368881,-0.06320688128471375,0.06392887979745865,-0.08582580089569092,0.03422245755791664,0.09171301126480103,0.06550819426774979,-0.001874950947239995,0.02786422334611416,-0.013586451299488544,-0.07613880932331085,0.06361398100852966,0.022118911147117615,0.006812038365751505,0.06106545403599739,0.08229974657297134,-0.027893489226698875,-0.02931036427617073,0.06684108823537827,-0.01887626014649868,-0.013747991062700748,0.0069344607181847095,0.09658286720514297,0.01367267407476902,0.03901856020092964,0.0006840003770776093,0.012513055466115475,-0.07250522077083588,-0.03190210461616516,0.03545790910720825,-0.001525878207758069,0.007024968508630991,-0.01904142089188099,0.03813661262392998,-0.02660336345434189,-0.022923098877072334,-0.06876873224973679,0.021950215101242065,0.07381673157215118,-0.10091294348239899,-0.013428039848804474,-0.08660510182380676,0.01024527195841074,0.02121620811522007,-0.1011882945895195,0.03479105606675148,0.10868766158819199,0.05355731025338173,-0.01759937033057213,-0.04168034344911575,-0.043278153985738754,-0.05099399760365486,-0.015803702175617218,0.008731638081371784,0.053149305284023285,0.03454508259892464,-0.03853737935423851,0.07114196568727493,0.06577891856431961,0.07612236589193344,0.04751837998628616,-0.01685367524623871,0.03547453135251999,-0.003079154761508107,-0.05549376830458641,-0.004502270836383104,0.040837571024894714,0.04072161018848419,-0.02462863363325596,0.008464982733130455,0.0027271888684481382,0.036771539598703384,0.02912159264087677,0.01741473376750946,-0.06089497357606888,0.06940042227506638,-0.0022302649449557066,-0.03601323813199997,-0.00647010188549757,-0.029331674799323082,-0.0923098772764206,-0.003858342533931136,-0.06674175709486008,0.021756820380687714,0.06042657047510147,0.05013503134250641,-0.017471609637141228,0.017381183803081512,-0.0018833018839359283,-0.07120894640684128,0.012377917766571045,0.014078347943723202,-0.0036670903209596872,-0.10196903347969055,-0.10409029573202133,0.06947967410087585,-0.06702819466590881,-0.01404519472271204,0.1766735315322876,0.0015762470429763198,-0.0016759359277784824,0.06944457441568375,-0.001199662103317678,-0.049768079072237015,0.04567895457148552,0.018255243077874184,0.0458010695874691,-0.0004264188464730978,-0.022479325532913208,-0.031074589118361473,-0.012804538942873478,-0.05609091743826866,0.07750091701745987,0.006275836378335953,0.14722202718257904,0.015677837654948235,-0.03954492136836052,0.008792244829237461,0.011134560219943523,0.05293573811650276,0.024856597185134888,-0.025894353166222572,0.010574485175311565,-0.008609384298324585,-0.023833120241761208,0.033791132271289825,-1.85190300397321e-33,0.02518773265182972,0.00018657775945030153,0.024012545123696327,0.0018667102558538318,0.04622995853424072,0.06660842150449753,-0.03944385424256325,-0.03789032995700836,-0.03975835070014,0.04799220710992813,-0.025537416338920593,0.014831322245299816,-0.044603001326322556,0.06999024003744125,0.021346306428313255,0.10937108844518661,-0.08542025834321976,0.01199408434331417,0.008448022417724133,0.08528918027877808,-0.012239934876561165,0.07484886050224304,0.058461785316467285,0.038328323513269424,-0.02574591338634491,0.03248037397861481,0.01978883147239685,-0.021317899227142334,0.07427280396223068,0.053456056863069534,0.011054117232561111,-0.00292185484431684,-0.019940171390771866,-0.044112712144851685,0.016658326610922813,-0.011931436136364937,-0.00263200793415308,-0.08320976793766022,-0.014484642073512077,0.04090941324830055,0.016707642003893852,0.044758882373571396,-0.044995538890361786,0.040364574640989304,-0.019185245037078857,0.019292935729026794,0.07200391590595245,0.024479838088154793,0.009314889088273048,-0.027713241055607796,-0.06473004817962646,-0.03243245929479599,-0.03767267242074013,0.07444304972887039,-0.04124904423952103,0.01247599720954895,-0.009184788912534714,-0.0120126623660326,0.07514844089746475,-0.07784781605005264,0.07196985930204391,0.058099765330553055,-0.004139885306358337,-0.05897391587495804,-0.009891978465020657,-0.04111558571457863,0.05366787314414978,0.020778769627213478,0.13111822307109833,-0.0610182024538517,-0.07350875437259674,0.004090712871402502,0.06305988878011703,0.1180337518453598,0.003881756216287613,-0.05391840636730194,-0.02192719466984272,0.04949350655078888,-0.04825228452682495,0.03872981667518616,-0.009250608272850513,0.010430321097373962,0.005608218256384134,-0.019648730754852295,0.08186069130897522,0.045094333589076996,0.026076316833496094,-0.0743178054690361,-0.09034986793994904,0.042768631130456924,-0.07595700770616531,0.04614139720797539,0.08046896755695343,-0.018502330407500267,-0.007975853979587555,4.975208208168329e-34,-0.030168019235134125,-0.06164723262190819,0.016271358355879784,0.041337333619594574,0.06701195240020752,-0.03420718014240265,-0.06924194097518921,-0.022875802591443062,-0.01227513700723648,-0.06829419732093811,0.0010288616176694632,-0.1174018532037735,0.09490487724542618,-0.060489799827337265,0.056823719292879105,0.029577279463410378,0.059903260320425034,-0.05791502073407173,-0.07578107714653015,-0.004507311154156923,-0.03828693926334381,-0.04672199860215187,-0.06549620628356934,-0.029744606465101242,0.018756652250885963,-0.042292747646570206,0.009421193972229958,-0.041925396770238876,-0.08444066345691681,0.02172430045902729,-0.03933313861489296,0.03683706745505333,-0.029340844601392746,-0.013881747610867023,-0.09959786385297775,0.07651729881763458,-0.11965689063072205,0.03815493360161781,0.04805063083767891,0.04702209681272507,0.04792388901114464,-0.03367528319358826,0.0022303801961243153,0.13848866522312164,-0.024015283212065697,0.02512357383966446,-0.03509267792105675,-0.012127572670578957,0.020960412919521332,0.03073081560432911,-0.027889259159564972,-0.08352017402648926,-0.049075931310653687,-0.01328463014215231,0.10047747194766998,-0.03805170953273773,-0.0028393990360200405,-0.020920224487781525,0.01755720004439354,0.02757532335817814,0.08287446200847626,0.057720936834812164,-0.04557601362466812,0.01232061441987753,0.028789259493350983,-0.006009326782077551,-0.02823539637029171,-0.048674076795578,0.0009905693586915731,0.04177063703536987,0.10750693082809448,0.02499108947813511,-0.052111245691776276,0.08769987523555756,-0.04898141697049141,-0.04116719588637352,-0.1507198065519333,-0.003879508236423135,-0.04918717220425606,-0.09980523586273193,-0.014415951445698738,-0.026118440553545952,-0.0196423027664423,-0.011434950865805149,0.06725680083036423,0.062475383281707764,0.019275572150945663,-0.027583789080381393,0.03036908619105816,0.0143638476729393,0.03844422101974487,0.021669818088412285,-0.007627065293490887,-0.11384318768978119,-0.02170335315167904,-1.4086682931235828e-08,0.06851837784051895,-0.016751375049352646,-0.05802666395902634,-0.06437156349420547,0.01051785796880722,-0.006943414453417063,-0.019769586622714996,0.006765911355614662,-0.04963044077157974,-0.014885489828884602,0.06940214335918427,0.09911838173866272,0.07270493358373642,0.037077900022268295,-0.012204107828438282,-0.0003307904116809368,0.05022155120968819,0.060363851487636566,-0.036697741597890854,-0.01177425216883421,0.009111867286264896,0.01953815296292305,0.021939557045698166,-0.0884648784995079,0.027647649869322777,-0.020199794322252274,-0.084590382874012,0.08179130405187607,-0.025821955874562263,-0.09324569255113602,0.04236297681927681,0.0630505234003067,-0.08977457880973816,-0.08333291858434677,-0.03007023222744465,0.009301479905843735,-0.009618639945983887,0.012050064280629158,-0.05253586173057556,-0.10398352146148682,0.004611324053257704,0.0198307354003191,0.0423288457095623,-0.021351253613829613,-0.06785394251346588,-0.03373369574546814,0.07334491610527039,-0.036009859293699265,0.03158429637551308,-0.06996645778417587,-0.045129191130399704,-0.042537327855825424,0.020768266171216965,0.03063562698662281,0.005492263939231634,0.045624420046806335,-0.015152400359511375,0.012263217940926552,-0.04257315397262573,-0.015950525179505348,0.02805173769593239,-0.06004081666469574,0.01793057471513748,-0.054265085607767105]"
tt0000002,Le clown et ses chiens,"[-0.022139834240078926,0.034525372087955475,0.0047499253414571285,-0.09845668822526932,0.0034370319917798042,0.02807946875691414,0.15653876960277557,0.07900188863277435,0.022989271208643913,0.024074571207165718,0.024516884237527847,-0.09325677156448364,0.08399679511785507,-0.06424862891435623,-0.05240495875477791,-0.08115927875041962,0.019412871450185776,-0.030110035091638565,-0.003323518903926015,0.023260869085788727,-0.016036786139011383,-0.06975077837705612,0.0340062640607357,0.07467285543680191,-0.036536432802677155,-0.010221266187727451,-0.015365681611001492,-0.014616924338042736,-0.03899327665567398,-0.0445227213203907,0.06921150535345078,-0.07460597157478333,-0.012908185832202435,-0.059839878231287,0.032804012298583984,-0.047115277498960495,0.07403015345335007,-0.040177930146455765,0.0490993931889534,0.062094613909721375,-0.09995290637016296,-0.03450367599725723,-0.11274398118257523,-0.043088022619485855,0.006931892596185207,-0.001106755225919187,-0.04743912070989609,0.02745627425611019,-0.07054674625396729,-0.027265798300504684,0.025750847533345222,0.033015258610248566,0.0695008933544159,0.009639370255172253,-0.004723682999610901,0.06819126009941101,0.01003155205398798,-0.04944419488310814,0.06026848033070564,0.009998652152717113,-0.02247670292854309,-0.050963472574949265,0.03312412649393082,0.06540102511644363,-0.10938452929258347,-0.055565230548381805,0.023624129593372345,-0.038112007081508636,-0.04470253735780716,0.06845496594905853,0.04486648738384247,-0.04325561225414276,-0.00966327078640461,-0.015709124505519867,0.07480178028345108,0.07820312678813934,-0.024727769196033478,-0.07215406745672226,-0.04626353830099106,-0.10547482222318649,-0.02975766733288765,0.007010157220065594,0.02919139340519905,-0.028567444533109665,0.029788969084620476,-0.060252416878938675,0.04933730140328407,0.036362696439027786,0.05386645719408989,-0.021267829462885857,-0.03599948063492775,-0.00957915373146534,-0.014220111072063446,0.021336428821086884,0.03911907225847244,0.014281411655247211,0.05121186375617981,-0.03221071884036064,0.06848414242267609,0.11919959634542465,-0.008624743670225143,-0.014082780107855797,0.02054094336926937,0.016401220113039017,-0.02059093490242958,-0.021392924711108208,0.006016889587044716,-0.021877773106098175,0.006947267334908247,-0.052816733717918396,0.008348345756530762,-0.06196190044283867,0.07182957231998444,-0.00512152211740613,0.04942578822374344,0.00921961385756731,-0.006956746336072683,-0.0902344211935997,-0.03613092750310898,-0.05148111283779144,0.0960942804813385,0.05620936304330826,-0.0532810352742672,0.009118913672864437,0.0327894352376461,0.027067044749855995,-0.02115115337073803,-8.89841876732779e-34,-0.05525803938508034,-0.0005715869483537972,-0.0018458854174241424,-0.07557585090398788,0.012577051296830177,0.009718697518110275,-0.050012826919555664,0.0020336289890110493,0.012318072840571404,0.023081058636307716,-0.018379613757133484,0.020606718957424164,-0.045294225215911865,0.05242257937788963,-0.0718965083360672,0.09405341744422913,0.06680949032306671,-0.01343215350061655,0.055492550134658813,-0.08737951517105103,-0.08722245693206787,0.05095534771680832,0.04029921814799309,0.07173360884189606,0.11520782858133316,0.016715237870812416,0.022146232426166534,-0.02581358142197132,0.007373846601694822,0.045368537306785583,-0.014456427656114101,-0.0067671071738004684,0.05350887402892113,0.00426066480576992,0.02988198958337307,0.04444141313433647,0.011781563051044941,0.059016432613134384,-0.009428001008927822,0.04159797728061676,0.07911903411149979,-0.023068029433488846,-0.06990448385477066,-0.03980082646012306,0.02442484349012375,0.08596859872341156,0.055804651230573654,0.021793996915221214,-0.017063256353139877,-0.03672873228788376,-0.01384669914841652,-0.03740755096077919,0.03177234157919884,0.023241128772497177,0.06457627564668655,0.039235737174749374,-0.10986856371164322,-0.09002718329429626,-0.024507267400622368,-0.07703262567520142,0.08874266594648361,0.013386211358010769,-0.058350302278995514,-0.024958563968539238,0.027777453884482384,0.013090944848954678,0.06854929774999619,-0.012039188295602798,0.0303341131657362,-0.037254348397254944,-0.07177162170410156,0.04587370529770851,0.04511459171772003,-0.0015728806611150503,0.008225982077419758,0.07162310183048248,-0.12082458287477493,0.008090073242783546,-0.06366478651762009,0.018202809616923332,-0.026993831619620323,-0.007219256833195686,-0.06723704189062119,-0.04915659874677658,0.017826154828071594,-0.02495196834206581,0.020646510645747185,-0.04260331019759178,-0.0035560252144932747,0.019104599952697754,-0.0170744601637125,-0.0827786847949028,0.02640717849135399,-0.05421534180641174,-0.07910927385091782,-1.0089989840107495e-33,-0.06889162957668304,0.035054102540016174,-0.07215839624404907,0.09688979387283325,-0.005883517675101757,0.043115343898534775,0.03286658599972725,0.046231791377067566,-0.06576303392648697,-0.07711368799209595,-0.06445804983377457,-0.09807325154542923,0.09209756553173065,-0.11112042516469955,0.00037661450915038586,0.03083728440105915,-0.001214430551044643,0.017209308221936226,-0.0516524612903595,0.0615861639380455,-0.01939225196838379,-0.02924863062798977,0.03051070123910904,0.0035368811804801226,-0.04871603474020958,0.04808121919631958,0.028429824858903885,0.030327199026942253,-0.033039748668670654,0.017827913165092468,-0.046710606664419174,0.04291117563843727,0.09254619479179382,-0.0014880502130836248,0.05332764983177185,0.07988539338111877,0.003089283360168338,0.03889577090740204,-0.016500966623425484,0.013246561400592327,-0.10080324113368988,-0.009633751586079597,0.07932008802890778,0.008419061079621315,0.05280633643269539,0.053334593772888184,-0.045557666569948196,-0.061879608780145645,-0.08736681938171387,-0.021178869530558586,-0.02300375886261463,-0.025068214163184166,-0.058467477560043335,-0.0084580909460783,0.10018586367368698,-0.03930589184165001,-0.08036886900663376,-0.013117347843945026,-0.07961581647396088,0.013559446670114994,0.0761309415102005,0.09313519299030304,-0.014784320257604122,0.03524509444832802,0.06495213508605957,-0.00703024584800005,-0.1504177302122116,-0.045324426144361496,0.01651284284889698,0.01819559745490551,0.14530566334724426,-0.04593217372894287,-0.005842633545398712,-0.03928106278181076,-0.05993622541427612,0.0300193652510643,-0.08565309643745422,0.05327419564127922,0.006093320902436972,0.09391319006681442,-0.09168841689825058,-0.009573127143085003,-0.012086385861039162,0.0671333596110344,-0.0573604516685009,0.018422849476337433,-0.030506504699587822,-0.005246871616691351,-0.0420699343085289,-0.018047576770186424,0.019662801176309586,0.007869746536016464,0.059118520468473434,0.023972943425178528,0.05535736307501793,-1.7167980814747352e-08,0.03298099711537361,-0.04120754823088646,-0.03766942396759987,0.022057222202420235,0.10361356288194656,-0.06048371270298958,-0.047347668558359146,-0.04789450392127037,-0.032087940722703934,0.07058931142091751,-0.008442304097115993,0.05515914037823677,0.0071421596221625805,0.030430087819695473,-0.01703825779259205,0.059568557888269424,-0.011816736310720444,0.02024262584745884,0.02120720036327839,-0.04993825778365135,-0.004270280245691538,0.028136108070611954,-0.018501581624150276,-0.12390203773975372,-0.007737682666629553,-0.011731973849236965,-0.042434774339199066,-0.049892593175172806,-0.05416150763630867,-0.031023314222693443,-0.016257671639323235,0.01308066863566637,-0.022719386965036392,-0.07048850506544113,0.023844553157687187,-0.03354417532682419,-0.059988927096128464,0.021323127672076225,0.08579159528017044,-0.01964954473078251,0.06888575106859207,0.10907284170389175,0.04199890419840813,-0.06370019912719727,0.014563432894647121,-0.019579146057367325,-0.01991787925362587,0.04802422225475311,-0.021298278123140335,0.06541292369365692,-0.0297005083411932,-0.01850655861198902,-0.0046571483835577965,-0.011214891448616982,-0.004155609756708145,0.011727933771908283,0.07307194918394089,0.03509948030114174,-0.040898486971855164,0.014910641126334667,0.0010186132276430726,0.05798836797475815,0.06639068573713303,-0.028660327196121216]"
tt0000003,Pauvre Pierrot,"[-0.010282552801072598,0.045881178230047226,-0.087053082883358,-0.04018019512295723,-0.025625376030802727,0.00628704996779561,0.04065101221203804,0.0795593187212944,0.06909913569688797,-0.04508800804615021,0.002966778352856636,-0.029312819242477417,-0.0009375981171615422,-0.020875079557299614,-0.012018607929348946,-0.027849622070789337,-0.02183922566473484,0.04355989024043083,0.11452854424715042,0.06718362122774124,-0.04184568300843239,-0.0033699157647788525,-0.022965621203184128,-0.02932094782590866,-0.01703454740345478,0.01193995401263237,0.019876156002283096,0.08478812873363495,-0.006372741423547268,-0.12600399553775787,0.01209415215998888,0.04870959743857384,0.03156531974673271,-0.019491663202643394,0.0417010560631752,0.03791095316410065,-0.04024745151400566,0.016099603846669197,-0.07312165945768356,0.03385065495967865,0.054644837975502014,-0.1099061667919159,-0.03220706433057785,0.053930021822452545,-0.014879954047501087,-0.019558226689696312,-0.028727253898978233,0.0532815046608448,0.0320572592318058,0.02861475944519043,-0.12631972134113312,-0.03220324590802193,0.04552888125181198,0.022903483361005783,0.08592339605093002,-0.012670845724642277,0.028877466917037964,-0.003848432097584009,0.03185131028294563,-0.10675721615552902,-0.016268648207187653,0.012666184455156326,-0.10529696941375732,-0.09420828521251678,0.019450102001428604,-0.051816005259752274,-0.032404858618974686,0.0020737594459205866,0.025894440710544586,0.049515798687934875,0.03763216361403465,0.019489649683237076,-0.03557382896542549,-0.00894461665302515,-0.008445711806416512,0.03257213160395622,-0.09024888277053833,0.0024790146853774786,-0.028488537296652794,-0.021462220698595047,0.05657220259308815,-0.08894401043653488,-0.11707419902086258,0.046513352543115616,-0.0005738473264500499,0.017056308686733246,0.007759395986795425,0.007228202652186155,0.021000690758228302,-0.050452277064323425,-0.025388022884726524,0.02550029568374157,-0.026212500408291817,-0.023796139284968376,-0.05016520619392395,0.04442417621612549,0.04396440088748932,-0.03674491122364998,-0.0875667929649353,0.1230379045009613,0.03543243929743767,0.0183405838906765,-0.01489032618701458,-0.017587775364518166,-0.018999695777893066,-0.001049024285748601,0.07378166913986206,0.030812835320830345,0.001626643119379878,-0.021659018471837044,-0.05553309991955757,0.018841730430722237,-0.0716138631105423,0.016925975680351257,-0.04203682392835617,-0.013844860717654228,-0.0014600486028939486,-0.05626969411969185,-0.014043047092854977,-0.019775236025452614,-0.0024626085069030523,0.07967390865087509,-0.022123591974377632,0.06923720240592957,-0.017534149810671806,0.013500888831913471,-0.0021120491437613964,-1.5192942141786551e-33,0.01658555679023266,0.05376558005809784,-0.015211628749966621,0.040295034646987915,0.000555782113224268,-0.0006139916367828846,0.006469809450209141,-0.057107776403427124,-0.0213420819491148,-0.0476425439119339,-0.012127076275646687,-0.03251079097390175,-0.03483721613883972,0.06154073774814606,0.05821239575743675,0.03098377399146557,0.037123627960681915,0.0232550036162138,0.03667283058166504,-0.08178732544183731,0.01887664385139942,0.08361493051052094,0.0025933198630809784,0.03652609884738922,0.016991907730698586,-0.0302688367664814,-0.0085801612585783,-0.10019253939390182,-0.0583392009139061,0.06578647345304489,0.06673752516508102,0.04205583781003952,-0.022001739591360092,-0.003971155732870102,0.052625734359025955,-0.05966537818312645,-0.05140264704823494,-0.012282929383218288,-0.09384962171316147,0.039005447179079056,-0.018504776060581207,-0.0805477723479271,-0.0073168519884347916,-0.04250182583928108,-0.008463133126497269,-0.07466208189725876,0.05520434305071831,0.08115553110837936,0.042169731110334396,-0.012893889099359512,0.07106631994247437,-0.04621409997344017,-0.09729798883199692,-0.013437217101454735,-0.09153002500534058,0.012056387029588223,-0.03922570124268532,-0.06293226033449173,0.00239574839361012,-0.01921236515045166,0.10212545841932297,0.07911054790019989,-0.013607689179480076,0.01832100935280323,-0.04907463118433952,-0.07745762169361115,0.012146621942520142,0.03132752701640129,0.05299341306090355,0.0006634442834183574,-0.001726874033920467,-0.06531719863414764,0.023434272035956383,0.07384141534566879,-0.00010048156400443986,0.059863872826099396,-0.05524348467588425,0.036655716598033905,0.08485884219408035,-0.06154867634177208,-0.08696656674146652,0.01964852772653103,0.06222530081868172,-0.004693127702921629,-0.03169391676783562,0.044765084981918335,0.04688002169132233,0.028493531048297882,-0.08237597346305847,0.029949532821774483,0.015290244482457638,0.029953934252262115,0.01059748139232397,-0.11288025975227356,-0.05008206516504288,-2.070679446310279e-34,-0.04774542525410652,-0.05079427734017372,0.016051288694143295,0.037503376603126526,0.028805825859308243,-0.009251371957361698,-0.0009510784293524921,0.0014476648066192865,-0.020142266526818275,-0.014952696859836578,0.007769232150167227,-0.04640958458185196,0.010342461057007313,-0.00662017147988081,0.010052484460175037,0.05685906484723091,0.02181677706539631,-0.022811798378825188,-0.010906198062002659,-0.03487756848335266,0.038068171590566635,-0.08384572714567184,0.06691636145114899,0.04270705208182335,-0.07766193151473999,0.0016932388534769416,0.18273372948169708,-0.011232170276343822,-0.11728911101818085,0.06348942220211029,0.03293050080537796,0.04798710718750954,0.03245929628610611,-0.005734228994697332,-0.013316295109689236,0.10449455678462982,-0.03729971870779991,0.07898237556219101,-0.013808447867631912,0.009380726143717766,-0.04384465515613556,-0.07860534638166428,-0.0355975367128849,-0.0448094941675663,0.06524831056594849,-0.07590945065021515,0.020114228129386902,-0.02000194974243641,0.055244822055101395,0.020526818931102753,0.031958404928445816,0.052984192967414856,0.04477299004793167,0.05708501487970352,0.013717715628445148,0.01719784550368786,-0.06011146306991577,-0.02287064678966999,0.05625195801258087,-0.039608851075172424,-0.023835571482777596,0.05566359683871269,-0.08811521530151367,0.017509514465928078,0.17176643013954163,0.03579189255833626,-0.04250999167561531,-0.03185654804110527,-0.0985557958483696,-0.001867150655016303,0.027683788910508156,0.006661036983132362,0.024891028180718422,0.015589983202517033,-0.04028703644871712,0.047277383506298065,-0.008908513002097607,0.06420096009969711,0.011481407098472118,-0.016754141077399254,-0.062206897884607315,-0.0723511353135109,-0.0764954462647438,0.05700348690152168,-0.10128255188465118,0.0022921429481357336,0.013558081351220608,-0.07681720703840256,-0.00688656372949481,-0.022245759144425392,0.03582804650068283,-0.02271508239209652,-0.026809655129909515,-0.06509126722812653,0.09188445657491684,-1.3432272183422356e-08,0.07526671141386032,0.0981207937002182,-0.1126081794500351,0.025602316483855247,0.007477321662008762,-0.08893915265798569,-0.013916014693677425,-0.038595423102378845,0.012322455644607544,0.08377447724342346,0.002329041250050068,0.02755535952746868,0.1216537281870842,-0.021449575200676918,0.10419412702322006,0.023918701335787773,0.06721106916666031,0.02291843295097351,-0.04896759241819382,-0.007608481682837009,0.00541682168841362,0.044968120753765106,-0.008059483021497726,-0.039109788835048676,-0.005503939930349588,-0.03903668373823166,-0.02867719903588295,-0.058503326028585434,0.08394242078065872,-0.018301241099834442,0.09777048230171204,0.09847473353147507,0.004614397417753935,-0.04589083790779114,0.021224308758974075,0.06388965249061584,-0.005142731126397848,-0.056316226720809937,0.04239729791879654,0.02769831009209156,-0.028411846607923508,0.04733714461326599,-0.02374311164021492,-0.06851519644260406,-0.030936194583773613,-0.012312712147831917,-0.01694529317319393,-0.005878956988453865,-0.0915403738617897,0.0145745063200593,-0.03862777724862099,0.05522661656141281,0.08887707442045212,0.06316511332988739,0.08218725025653839,0.05486132949590683,-0.014459867030382156,-0.023243501782417297,-0.046041589230298996,-0.03052733838558197,0.08131846785545349,0.019389618188142776,0.026751626282930374,0.0475337952375412]"
